,imdb_title_id,title,year,genre,country,language,director,description,weighted_average_vote,total_votes,mean_vote,median_vote,males_18age_avg_vote,males_30age_avg_vote,males_45age_avg_vote,females_18age_avg_vote,females_30age_avg_vote,females_45age_avg_vote,keywords,bag_of_words
6107,tt0041959,Il terzo uomo,1949,"['film-noir', 'mystery', 'thriller']",['uk'],"English, German, Russian",['carolreed'],"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",8.1,155228.0,8.1,8.0,8.1,8.1,8.3,7.9,8.0,8.3,"['investigating', 'mysterious', 'death', 'postwar', 'vienna', 'find', 'harry', 'lime', 'pulp', 'novelist', 'holly', 'martins', 'travels', 'shadowy', 'old', 'friend']",film-noir mystery thriller uk carolreed investigating mysterious death postwar vienna find harry lime pulp novelist holly martins travels shadowy old friend 
64118,tt2338151,PK,2014,"['comedy', 'drama', 'musical']",['india'],Hindi,['rajkumarhirani'],An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,8.1,157179.0,8.1,9.0,8.3,7.9,7.1,8.3,8.0,6.7,"['spaceship', 'people', 'child', 'device', 'earth', 'loses', 'innocent', 'nature', 'use', 'religion', 'impact', 'alien', 'communicate', 'like', 'questions', 'force', 'evaluate', 'country']",comedy drama musical india rajkumarhirani spaceship people child device earth loses innocent nature use religion impact alien communicate like questions force evaluate country 
67709,tt3170832,Room,2015,"['drama', 'thriller']","['canada', 'ireland', 'uk', 'usa']",English,['lennyabrahamson'],"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.1,357159.0,8.1,8.0,8.3,8.0,7.9,8.4,8.2,8.2,"['enclosed', 'space', '7', 'years', 'freedom', 'allowing', 'woman', 'boy', 'outside', 'world', 'experience', 'held', 'captive', 'first', 'time', 'young', 'son', 'finally', 'gain']",drama thriller canada ireland uk usa lennyabrahamson enclosed space 7 years freedom allowing woman boy outside world experience held captive first time young son finally gain 
29793,tt0118715,Il grande Lebowski,1998,"['comedy', 'crime', 'sport']","['usa', 'uk']","English, German, Hebrew, Spanish","['joelcoen', 'ethancoen']","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",8.1,713883.0,8.1,8.0,8.1,8.2,8.1,7.7,7.8,7.8,"['dude', 'millionaire', 'enlists', 'bowling', 'buddies', 'mistaken', 'help', 'get', 'ruined', 'rug', 'name', 'seeks', 'restitution', 'jeff', 'lebowski']",comedy crime sport usa uk joelcoen ethancoen dude millionaire enlists bowling buddies mistaken help get ruined rug name seeks restitution jeff lebowski 
29784,tt0118694,In the Mood for Love,2000,"['drama', 'romance']","['hongkong', 'china']","Cantonese, Shanghainese, French, Spanish",['kar-waiwong'],"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",8.1,119171.0,8.1,8.0,8.1,8.0,7.9,8.2,8.2,8.1,"['form', 'man', 'suspect', 'extramarital', 'activities', 'however', 'bond', 'platonic', 'woman', 'keep', 'spouses', 'two', 'neighbors', 'agree', 'strong', 'commit', 'similar', 'wrongs']",drama romance hongkong china kar-waiwong form man suspect extramarital activities however bond platonic woman keep spouses two neighbors agree strong commit similar wrongs 
18028,tt0077416,Il cacciatore,1978,"['drama', 'war']",['usa'],"English, Russian, Vietnamese, French, Cantonese",['michaelcimino'],An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,8.1,304371.0,8.1,8.0,8.2,8.1,8.2,8.1,8.0,8.2,"['people', 'u', 'pennsylvania', 'depth', 'examination', 'vietnam', 'war', 'impacts', 'disrupts', 'ways', 'small', 'industrial', 'town', 'lives']",drama war usa michaelcimino people u pennsylvania depth examination vietnam war impacts disrupts ways small industrial town lives 
29621,tt0117951,Trainspotting,1996,['drama'],['uk'],English,['dannyboyle'],"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",8.1,623437.0,8.1,8.0,8.2,8.1,8.0,8.2,8.1,7.9,"['drugs', 'despite', 'allure', 'get', 'friends', 'tries', 'renton', 'edinburgh', 'drug', 'scene', 'deeply', 'immersed', 'clean', 'influence']",drama uk dannyboyle drugs despite allure get friends tries renton edinburgh drug scene deeply immersed clean influence 
22349,tt0091763,Platoon,1986,"['drama', 'war']","['usa', 'uk']","English, Vietnamese",['oliverstone'],A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,8.1,373386.0,8.1,8.0,8.0,8.1,8.1,7.7,7.8,7.9,"['moral', 'crisis', 'man', 'young', 'soldier', 'vietnam', 'faces', 'war', 'duality', 'confronted', 'horrors']",drama war usa uk oliverstone moral crisis man young soldier vietnam faces war duality confronted horrors 
55662,tt1392190,Mad Max: Fury Road,2015,"['action', 'adventure', 'sci-fi']","['australia', 'southafrica']","English, Russian",['georgemiller'],"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",8.1,856553.0,8.0,8.0,8.3,8.1,7.6,8.1,7.8,7.4,"['apocalyptic', 'wasteland', 'homeland', 'group', 'female', 'prisoners', 'tyrannical', 'ruler', 'aid', 'woman', 'rebels', 'drifter', 'named', 'max', 'post', 'search', 'psychotic', 'worshiper']",action adventure sci-fi australia southafrica georgemiller apocalyptic wasteland homeland group female prisoners tyrannical ruler aid woman rebels drifter named max post search psychotic worshiper 
19891,tt0083658,Blade Runner,1982,"['action', 'sci-fi', 'thriller']",['usa'],"English, German, Cantonese, Japanese, Hungarian, Arabic",['ridleyscott'],"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",8.1,677998.0,8.1,8.0,8.0,8.1,8.5,7.7,7.7,8.3,"['space', 'find', 'returned', 'ship', 'stole', 'terminate', 'four', 'replicants', 'earth', 'blade', 'runner', 'must', 'pursue', 'creator']",action sci-fi thriller usa ridleyscott space find returned ship stole terminate four replicants earth blade runner must pursue creator 
47849,tt0758758,Into the Wild - Nelle terre selvagge,2007,"['adventure', 'biography', 'drama']",['usa'],"English, Danish",['seanpenn'],"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",8.1,560692.0,8.1,8.0,8.3,8.1,7.7,8.2,8.0,7.8,"['way', 'characters', 'along', 'wilderness', 'emory', 'university', 'life', 'athlete', 'christopher', 'mccandless', 'abandons', 'encounters', 'entire', 'alaska', 'top', 'student', '000', 'savings', 'account', 'live', 'charity', 'shape', '24', 'gives', 'series', 'hitchhikes', 'possessions', 'graduating']",adventure biography drama usa seanpenn way characters along wilderness emory university life athlete christopher mccandless abandons encounters entire alaska top student 000 savings account live charity shape 24 gives series hitchhikes possessions graduating 
67050,tt3011894,Storie Pazzesche,2014,"['comedy', 'drama', 'thriller']","['argentina', 'spain', 'france', 'uk']",Spanish,['damiã¡nszifron'],Six short stories that explore the extremities of human behavior involving people in distress.,8.1,170475.0,8.1,8.0,8.3,8.1,7.9,8.3,8.2,8.1,"['human', 'behavior', 'involving', 'people', 'explore', 'extremities', 'distress', 'six', 'short', 'stories']",comedy drama thriller argentina spain france uk damiã¡nszifron human behavior involving people explore extremities distress six short stories 
22436,tt0092005,Stand by Me - Ricordo di un'estate,1986,"['adventure', 'drama']",['usa'],English,['robreiner'],"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",8.1,355780.0,8.2,8.0,8.0,8.0,8.0,8.2,8.2,8.3,"['death', 'childhood', 'journey', 'friends', 'find', 'body', 'missing', 'boy', 'writer', 'recounts', 'one']",adventure drama usa robreiner death childhood journey friends find body missing boy writer recounts one 
30475,tt0120382,The Truman Show,1998,"['comedy', 'drama', 'sci-fi']",['usa'],English,['peterweir'],An insurance salesman discovers his whole life is actually a reality TV show.,8.1,910502.0,8.1,8.0,8.4,8.1,7.7,8.2,8.0,7.6,"['reality', 'tv', 'show', 'whole', 'life', 'insurance', 'salesman', 'discovers', 'actually']",comedy drama sci-fi usa peterweir reality tv show whole life insurance salesman discovers actually 
73314,tt4857264,Contrattempo,2016,"['crime', 'drama', 'mystery']",['spain'],Spanish,['oriolpaulo'],A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defence.,8.1,127253.0,8.2,8.0,8.2,7.9,7.7,8.4,8.1,8.0,"['impregnable', 'defence', 'less', 'three', 'hours', 'successful', 'entrepreneur', 'accused', 'come', 'witness', 'preparation', 'expert', 'murder']",crime drama mystery spain oriolpaulo impregnable defence less three hours successful entrepreneur accused come witness preparation expert murder 
20251,tt0084787,La cosa,1982,"['horror', 'mystery', 'sci-fi']",['usa'],"English, Norwegian",['johncarpenter'],A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,8.1,360147.0,8.1,8.0,8.2,8.1,8.2,7.7,7.7,7.8,"['victims', 'shifting', 'alien', 'appearance', 'shape', 'assumes', 'hunted', 'research', 'team', 'antarctica']",horror mystery sci-fi usa johncarpenter victims shifting alien appearance shape assumes hunted research team antarctica 
70863,tt4016934,Mademoiselle,2016,"['drama', 'romance', 'thriller']",['southkorea'],"Korean, Japanese",['chan-wookpark'],"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",8.1,104588.0,8.1,8.0,8.3,7.9,7.7,8.3,8.0,7.7,"['hired', 'woman', 'defraud', 'involved', 'japanese', 'heiress', 'secretly', 'plot', 'handmaiden']",drama romance thriller southkorea chan-wookpark hired woman defraud involved japanese heiress secretly plot handmaiden 
36998,tt0245712,Amores perros,2000,"['drama', 'thriller']",['mexico'],Spanish,['alejandrog.iã±ã¡rritu'],"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",8.1,219283.0,8.0,8.0,8.1,8.1,8.0,8.1,8.1,8.0,"['involving', 'characters', 'dealing', 'loss', 'love', 'horrific', 'car', 'accident', 'connects', 'three', 'stories', 'regret', 'harsh', 'realities', 'life', 'name']",drama thriller mexico alejandrog.iã±ã¡rritu involving characters dealing loss love horrific car accident connects three stories regret harsh realities life name 
62264,tt2096673,Inside Out,2015,"['animation', 'adventure', 'comedy']",['usa'],English,"['petedocter', 'ronniedelcarmen']","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.1,592575.0,8.1,8.0,8.3,8.1,7.9,8.3,8.2,7.9,"['moved', 'young', 'riley', 'midwest', 'life', 'new', 'city', 'joy', 'anger', 'san', 'francisco', 'emotions', 'sadness', 'house', 'disgust', 'fear', 'conflict', 'best', 'uprooted', 'school', 'navigate']",animation adventure comedy usa petedocter ronniedelcarmen moved young riley midwest life new city joy anger san francisco emotions sadness house disgust fear conflict best uprooted school navigate 
38061,tt0266543,Alla ricerca di Nemo,2003,"['animation', 'adventure', 'comedy']","['usa', 'australia']",English,"['andrewstanton', 'leeunkrich']","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.1,927957.0,8.1,8.0,8.2,8.0,8.0,8.3,8.3,8.4,"['journey', 'captured', 'timid', 'clownfish', 'sets', 'sydney', 'son', 'bring', 'taken', 'great', 'barrier', 'reef', 'home']",animation adventure comedy usa australia andrewstanton leeunkrich journey captured timid clownfish sets sydney son bring taken great barrier reef home 
38067,tt0266697,Kill Bill - Volume 1,2003,"['action', 'crime', 'thriller']","['usa', 'japan']","English, Japanese, French",['quentintarantino'],"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",8.1,977296.0,8.0,8.0,8.2,8.1,7.9,8.2,8.1,7.7,"['four', 'year', 'coma', 'awakening', 'assassins', 'team', 'former', 'assassin', 'wreaks', 'vengeance', 'betrayed']",action crime thriller usa japan quentintarantino four year coma awakening assassins team former assassin wreaks vengeance betrayed 
60800,tt1895587,Il caso Spotlight,2015,"['biography', 'crime', 'drama']",['usa'],English,['tommccarthy'],"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",8.1,406847.0,8.1,8.0,8.2,8.0,8.0,8.2,8.0,8.3,"['within', 'entire', 'catholic', 'church', 'boston', 'globe', 'uncovered', 'shaking', 'cover', 'child', 'molestation', 'local', 'archdiocese', 'core', 'true', 'story', 'massive', 'scandal']",biography crime drama usa tommccarthy within entire catholic church boston globe uncovered shaking cover child molestation local archdiocese core true story massive scandal 
9584,tt0052618,Ben-Hur,1959,"['adventure', 'drama', 'history']",['usa'],English,['williamwyler'],"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",8.1,214854.0,8.0,8.0,8.1,8.1,8.2,7.8,7.8,8.0,"['roman', 'friend', 'freedom', 'revenge', 'comes', 'back', 'sent', 'regains', 'betrayed', 'jewish', 'prince', 'slavery']",adventure drama history usa williamwyler roman friend freedom revenge comes back sent regains betrayed jewish prince slavery 
37955,tt0264464,Prova a prendermi,2002,"['biography', 'crime', 'drama']","['usa', 'canada']","English, French",['stevenspielberg'],A seasoned FBI agent pursues,8.1,800449.0,8.1,8.0,8.3,8.0,7.6,8.3,7.9,7.8,"['seasoned', 'fbi', 'agent', 'pursues']",biography crime drama usa canada stevenspielberg seasoned fbi agent pursues 
62452,tt2119532,La battaglia di Hacksaw Ridge,2016,"['biography', 'drama', 'history']","['australia', 'usa']","English, Japanese",['melgibson'],World War II American Army Medic,8.1,418336.0,8.2,8.0,8.3,7.9,8.0,8.4,8.1,8.3,"['world', 'war', 'ii', 'american', 'army', 'medic']",biography drama history australia usa melgibson world war ii american army medic 
68270,tt3315342,Logan - The Wolverine,2017,"['action', 'drama', 'sci-fi']",['usa'],"English, Spanish",['jamesmangold'],"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",8.1,627493.0,8.2,8.0,8.3,7.9,7.7,8.1,7.8,7.7,"['mutants', 'help', 'must', 'get', 'nearly', 'extinct', 'quiet', 'life', 'laura', 'mutant', 'child', 'pursued', 'elderly', 'comes', 'scientists', 'safety', 'future', 'weary', 'logan', 'leads']",action drama sci-fi usa jamesmangold mutants help must get nearly extinct quiet life laura mutant child pursued elderly comes scientists safety future weary logan leads 
16538,tt0072684,Barry Lyndon,1975,"['adventure', 'drama', 'history']","['uk', 'usa']","English, German, French",['stanleykubrick'],An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,8.1,145315.0,8.0,8.0,8.4,8.1,7.9,7.8,7.7,7.6,"['heart', 'century', 'england', 'irish', 'rogue', 'wins', 'assumes', 'dead', 'husband', 'aristocratic', 'position', 'rich', 'widow', '18th']",adventure drama history uk usa stanleykubrick heart century england irish rogue wins assumes dead husband aristocratic position rich widow 18th 
50258,tt0978762,Mary and Max,2009,"['animation', 'comedy', 'drama']",['australia'],"English, Yiddish",['adamelliot'],"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",8.1,161100.0,8.1,8.0,8.1,8.0,7.8,8.4,8.4,8.2,"['eight', 'four', 'two', 'unlikely', 'pen', 'pals', 'max', 'friendship', 'tale', 'year', 'old', 'new', 'york', 'suburbs', 'lonely', 'girl', 'living', 'melbourne', 'mary', 'forty', 'severely', 'obese', 'man']",animation comedy drama australia adamelliot eight four two unlikely pen pals max friendship tale year old new york suburbs lonely girl living melbourne mary forty severely obese man 
61690,tt2024544,12 anni schiavo,2013,"['biography', 'drama', 'history']","['usa', 'uk']",English,['stevemcqueen'],"In the antebellum United States,",8.1,624629.0,8.1,8.0,8.3,8.0,7.8,8.3,8.0,8.1,"['antebellum', 'united', 'states']",biography drama history usa uk stevemcqueen antebellum united states 
61373,tt1979320,Rush,2013,"['action', 'biography', 'drama']","['uk', 'germany', 'usa']","English, German, Italian, French, Spanish",['ronhoward'],The merciless 1970s rivalry between Formula One rivals,8.1,422909.0,8.2,8.0,8.3,8.0,7.8,8.2,7.9,7.8,"['formula', 'one', 'rivals', 'merciless', '1970s', 'rivalry']",action biography drama uk germany usa ronhoward formula one rivals merciless 1970s rivalry 
9806,tt0053198,I 400 colpi,1959,"['crime', 'drama']",['france'],"French, English",['franã§oistruffaut'],"A young boy, left without attention, delves into a life of petty crime.",8.1,101911.0,8.0,8.0,8.2,8.0,8.0,8.1,8.1,8.1,"['petty', 'crime', 'delves', 'young', 'boy', 'life', 'left', 'without', 'attention']",crime drama france franã§oistruffaut petty crime delves young boy life left without attention 
61170,tt1950186,Le Mans '66 - La grande sfida,2019,"['action', 'biography', 'drama']",['usa'],"English, Italian, French, Japanese",['jamesmangold'],American car designer,8.1,251782.0,8.2,8.0,8.2,8.0,8.0,8.2,8.0,8.2,"['american', 'car', 'designer']",action biography drama usa jamesmangold american car designer 
49532,tt0892769,Dragon Trainer,2010,"['animation', 'action', 'adventure']",['usa'],English,"['deandeblois', 'chrissanders']","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",8.1,651499.0,8.2,8.0,8.1,8.0,7.8,8.5,8.4,8.2,"['young', 'dragon', 'aspires', 'assumed', 'may', 'hapless', 'viking', 'learns', 'creatures', 'hunt', 'dragons', 'becomes', 'unlikely', 'friend']",animation action adventure usa deandeblois chrissanders young dragon aspires assumed may hapless viking learns creatures hunt dragons becomes unlikely friend 
8770,tt0050212,Il ponte sul fiume Kwai,1957,"['adventure', 'drama', 'war']","['uk', 'usa']","English, Japanese, Thai",['davidlean'],"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",8.1,198693.0,8.1,8.0,8.2,8.1,8.2,7.7,7.8,8.2,"['river', 'kwai', 'planning', 'forced', 'destroy', 'british', 'pows', 'build', 'knowing', 'allied', 'forces', 'japanese', 'captors', 'railway', 'bridge', 'across']",adventure drama war uk usa davidlean river kwai planning forced destroy british pows build knowing allied forces japanese captors railway bridge across 
12676,tt0061512,Nick mano fredda,1967,"['crime', 'drama']",['usa'],English,['stuartrosenberg'],"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",8.1,158422.0,8.1,8.0,8.1,8.1,8.2,8.0,7.9,8.2,"['two', 'years', 'conform', 'sentenced', 'laid', 'back', 'southern', 'man', 'rural', 'prison', 'refuses']",crime drama usa stuartrosenberg two years conform sentenced laid back southern man rural prison refuses 
33360,tt0167404,The Sixth Sense - Il sesto senso,1999,"['drama', 'mystery', 'thriller']",['usa'],"English, Latin, Spanish",['m.nightshyamalan'],A boy who communicates with spirits seeks the help of a disheartened child psychologist.,8.1,894385.0,8.1,8.0,8.2,8.1,8.2,8.2,8.1,8.4,"['help', 'spirits', 'seeks', 'boy', 'disheartened', 'child', 'psychologist', 'communicates']",drama mystery thriller usa m.nightshyamalan help spirits seeks boy disheartened child psychologist communicates 
17322,tt0075148,Rocky,1976,"['drama', 'sport']",['usa'],English,['johng.avildsen'],A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,8.1,506246.0,8.1,8.0,8.1,8.1,8.0,7.7,7.5,7.7,"['weight', 'champion', 'heavy', 'fight', 'strives', 'respect', 'self', 'bout', 'supremely', 'rare', 'chance', 'time', 'boxer', 'gets', 'small', 'go', 'distance']",drama sport usa johng.avildsen weight champion heavy fight strives respect self bout supremely rare chance time boxer gets small go distance 
17257,tt0074958,Quinto potere,1976,['drama'],['usa'],English,['sidneylumet'],A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,8.1,141905.0,8.0,8.0,8.2,8.1,8.0,7.9,7.9,8.0,"['news', 'media', 'television', 'network', 'cynically', 'exploits', 'revelations', 'ravings', 'deranged', 'former', 'anchor', 'profit']",drama usa sidneylumet news media television network cynically exploits revelations ravings deranged former anchor profit 
33473,tt0169102,Lagaan - C'era una volta in India,2001,"['adventure', 'drama', 'musical']",['india'],Hindi,['ashutoshgowariker'],The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,8.1,102618.0,8.2,9.0,8.4,8.0,7.0,8.0,7.8,7.0,"['people', 'cricket', 'victorian', 'india', 'stake', 'game', 'small', 'village', 'ruthless', 'british', 'rulers', 'future']",adventure drama musical india ashutoshgowariker people cricket victorian india stake game small village ruthless british rulers future 
24046,tt0097165,L'attimo fuggente,1989,"['comedy', 'drama']",['usa'],"English, Latin",['peterweir'],Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,8.1,411182.0,8.1,8.0,8.2,7.9,7.9,8.4,8.2,8.2,"['embolden', 'maverick', 'teacher', 'john', 'keating', 'uses', 'poetry', 'boarding', 'school', 'students', 'expression', 'new', 'heights', 'self']",comedy drama usa peterweir embolden maverick teacher john keating uses poetry boarding school students expression new heights self 
26981,tt0107688,Nightmare Before Christmas,1993,"['animation', 'family', 'fantasy']",['usa'],English,['henryselick'],"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",8.0,285261.0,8.1,8.0,7.9,7.9,7.8,8.2,8.3,8.1,"['king', 'attempts', 'home', 'causes', 'confusion', 'discovers', 'christmas', 'town', 'bring', 'jack', 'skellington', 'halloween']",animation family fantasy usa henryselick king attempts home causes confusion discovers christmas town bring jack skellington halloween 
22449,tt0092067,Il castello nel cielo,1986,"['animation', 'adventure', 'drama']",['japan'],Japanese,['hayaomiyazaki'],A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,8.0,145338.0,8.0,8.0,8.1,8.0,7.8,8.0,8.0,7.9,"['girl', 'legendary', 'floating', 'castle', 'foreign', 'agents', 'young', 'boy', 'pirates', 'search', 'magic', 'crystal', 'must', 'race']",animation adventure drama japan hayaomiyazaki girl legendary floating castle foreign agents young boy pirates search magic crystal must race 
66802,tt2948356,Zootropolis,2016,"['animation', 'adventure', 'comedy']",['usa'],English,"['byronhoward', 'richmoore']","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",8.0,421174.0,8.1,8.0,8.1,7.8,7.7,8.3,8.1,8.0,"['city', 'cynical', 'con', 'artist', 'fox', 'must', 'work', 'together', 'uncover', 'conspiracy', 'anthropomorphic', 'animals', 'rookie', 'bunny', 'cop']",animation adventure comedy usa byronhoward richmoore city cynical con artist fox must work together uncover conspiracy anthropomorphic animals rookie bunny cop 
11069,tt0056801,8Â½,1963,['drama'],"['italy', 'france']","Italian, French, English, German",['federicofellini'],A harried movie director retreats into his memories and fantasies.,8.0,106454.0,8.0,8.0,8.2,7.9,7.9,8.2,8.0,8.0,"['fantasies', 'harried', 'movie', 'director', 'retreats', 'memories']",drama italy france federicofellini fantasies harried movie director retreats memories 
58439,tt1663202,Revenant - Redivivo,2015,"['action', 'adventure', 'drama']","['usa', 'hongkong', 'taiwan']","English, Pawnee, French",['alejandrog.iã±ã¡rritu'],A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,8.0,684961.0,8.0,8.0,8.1,7.9,7.8,7.9,7.7,7.8,"['1820s', 'fights', 'dead', 'mauled', 'members', 'fur', 'trading', 'expedition', 'frontiersman', 'survival', 'hunting', 'team', 'left', 'bear']",action adventure drama usa hongkong taiwan alejandrog.iã±ã¡rritu 1820s fights dead mauled members fur trading expedition frontiersman survival hunting team left bear 
59908,tt1798709,Lei,2013,"['drama', 'romance', 'sci-fi']",['usa'],English,['spikejonze'],"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",8.0,523975.0,7.9,8.0,8.3,7.9,7.5,7.9,7.7,7.2,"['operating', 'system', 'designed', 'every', 'need', 'near', 'future', 'lonely', 'writer', 'develops', 'meet', 'unlikely', 'relationship']",drama romance sci-fi usa spikejonze operating system designed every need near future lonely writer develops meet unlikely relationship 
58405,tt1659337,Noi siamo infinito,2012,"['drama', 'romance']",['usa'],English,['stephenchbosky'],An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,8.0,451711.0,8.1,8.0,8.1,7.8,7.7,8.2,7.9,7.8,"['wings', 'welcome', 'introvert', 'freshman', 'real', 'world', 'taken', 'two', 'seniors']",drama romance usa stephenchbosky wings welcome introvert freshman real world taken two seniors 
43800,tt0401792,Sin City,2005,"['crime', 'thriller']",['usa'],English,"['frankmiller', 'quentintarantino']","A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",8.0,733158.0,8.0,8.0,8.0,8.1,7.7,7.7,7.7,7.3,"['three', 'different', 'people', 'story', 'basin', 'city', 'violent', 'corruption', 'movie', 'caught', 'explores', 'dark', 'tells', 'miserable', 'town']",crime thriller usa frankmiller quentintarantino three different people story basin city violent corruption movie caught explores dark tells miserable town 
43778,tt0401383,Lo scafandro e la farfalla,2007,"['biography', 'drama']","['france', 'usa']",French,['julianschnabel'],The true story of Elle editor,8.0,102050.0,8.0,8.0,8.2,8.0,7.8,8.1,8.0,7.9,"['elle', 'editor', 'true', 'story']",biography drama france usa julianschnabel elle editor true story 
37070,tt0246578,Donnie Darko,2001,"['drama', 'mystery', 'sci-fi']",['usa'],English,['richardkelly'],"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",8.0,728383.0,8.1,8.0,8.2,8.0,7.7,8.2,8.0,7.7,"['crimes', 'man', 'narrowly', 'escaping', 'plagued', 'large', 'rabbit', 'suit', 'bizarre', 'accident', 'visions', 'commit', 'manipulates', 'troubled', 'teenager', 'series']",drama mystery sci-fi usa richardkelly crimes man narrowly escaping plagued large rabbit suit bizarre accident visions commit manipulates troubled teenager series 
13354,tt0063442,Il pianeta delle scimmie,1968,"['adventure', 'sci-fi']",['usa'],English,['franklinj.schaffner'],"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",8.0,162872.0,7.9,8.0,8.1,7.9,8.0,7.7,7.6,7.9,"['lands', 'oppressed', 'intelligent', 'talking', 'apes', 'enslaved', 'dominant', 'species', 'planet', 'astronaut', 'crew', 'crash', 'distant', 'future', 'humans']",adventure sci-fi usa franklinj.schaffner lands oppressed intelligent talking apes enslaved dominant species planet astronaut crew crash distant future humans 
20000,tt0083987,Gandhi,1982,"['biography', 'drama', 'history']","['uk', 'india']",English,['richardattenborough'],The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,8.0,215222.0,8.0,8.0,8.0,8.0,8.1,7.8,8.0,8.2,"['philosophy', 'became', 'british', 'rule', 'indian', 'revolts', 'nonviolent', 'protest', 'famed', 'leader', 'life', 'lawyer']",biography drama history uk india richardattenborough philosophy became british rule indian revolts nonviolent protest famed leader life lawyer 
13381,tt0063522,Rosemary's Baby - Nastro rosso a New York,1968,"['drama', 'horror']",['usa'],English,['romanpolanski'],A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,8.0,187646.0,7.9,8.0,8.2,8.0,7.9,7.9,7.8,7.9,"['young', 'couple', 'trying', 'baby', 'move', 'peculiar', 'neighbors', 'fancy', 'apartment', 'surrounded']",drama horror usa romanpolanski young couple trying baby move peculiar neighbors fancy apartment surrounded 
