,imdb_title_id,title,year,genre,country,language,director,description,weighted_average_vote,total_votes,mean_vote,median_vote,males_18age_avg_vote,males_30age_avg_vote,males_45age_avg_vote,females_18age_avg_vote,females_30age_avg_vote,females_45age_avg_vote,keywords,bag_of_words
34974,tt0198781,Monsters & Co.,2001,"['animation', 'adventure', 'comedy']",['usa'],English,"['petedocter', 'davidsilverman']","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",8.0,794964.0,8.1,8.0,8.1,7.9,8.0,8.3,8.2,8.2,"['city', 'however', '2', 'monsters', 'realize', 'things', 'may', 'think', 'power', 'scream', 'toxic', 'order', 'scare', 'children', 'child', 'gets']",animation adventure comedy usa petedocter davidsilverman city however 2 monsters realize things may think power scream toxic order scare children child gets 
25256,tt0101414,La bella e la bestia,1991,"['animation', 'family', 'fantasy']",['usa'],"English, French","['garytrousdale', 'kirkwise']",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,8.0,410499.0,8.1,8.0,7.9,7.8,7.7,8.5,8.6,8.2,"['hideous', 'monster', 'sets', 'humanity', 'days', 'regain', 'spend', 'love', 'prince', 'cursed', 'young', 'woman', 'earning']",animation family fantasy usa garytrousdale kirkwise hideous monster sets humanity days regain spend love prince cursed young woman earning 
45706,tt0450259,Blood Diamond - Diamanti di sangue,2006,"['adventure', 'drama', 'thriller']","['usa', 'germany', 'uk']","English, Mende, Afrikaans",['edwardzwick'],"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",8.0,489786.0,8.1,8.0,8.2,8.0,7.6,8.1,8.0,7.8,"['fisherman', 'businessmen', 'match', 'wits', 'syndicate', 'smuggler', 'priceless', 'diamond', 'possession']",adventure drama thriller usa germany uk edwardzwick fisherman businessmen match wits syndicate smuggler priceless diamond possession 
3720,tt0033870,Il mistero del falco,1941,"['film-noir', 'mystery']",['usa'],English,['johnhuston'],"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",8.0,146815.0,8.0,8.0,7.9,7.9,8.3,7.6,7.7,8.2,"['quest', 'private', 'detective', 'takes', 'involves', 'three', 'eccentric', 'criminals', 'case', 'priceless', 'statuette', 'gorgeous', 'liar']",film-noir mystery usa johnhuston quest private detective takes involves three eccentric criminals case priceless statuette gorgeous liar 
21289,tt0088247,Terminator,1984,"['action', 'sci-fi']","['uk', 'usa']","English, Spanish",['jamescameron'],"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",8.0,784356.0,8.0,8.0,7.9,8.1,8.3,7.5,7.7,8.0,"['young', 'woman', 'whose', 'unborn', 'son', '2029', 'humanity', 'future', 'salvation', 'key', 'execute', 'stop', 'year', '1984', 'sent', 'human', 'soldier', 'programmed', 'almost', 'indestructible', 'cyborg', 'killing', 'machine']",action sci-fi uk usa jamescameron young woman whose unborn son 2029 humanity future salvation key execute stop year 1984 sent human soldier programmed almost indestructible cyborg killing machine 
60679,tt1877832,X-Men - Giorni di un futuro passato,2014,"['action', 'adventure', 'sci-fi']","['usa', 'uk', 'canada']","English, Vietnamese, French",['bryansinger'],The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,8.0,650414.0,8.1,8.0,8.1,7.8,7.7,8.2,8.0,7.9,"['mutants', 'x', 'doom', 'humans', 'results', 'desperate', 'effort', 'men', 'send', 'wolverine', 'prevent', 'event', 'change', 'history', 'past']",action adventure sci-fi usa uk canada bryansinger mutants x doom humans results desperate effort men send wolverine prevent event change history past 
49982,tt0947798,Il cigno nero,2010,"['drama', 'thriller']",['usa'],"English, French, Italian",['darrenaronofsky'],"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",8.0,686153.0,7.9,8.0,8.1,8.0,7.5,8.1,8.0,7.5,"['tchaikovsky', 'committed', 'dancer', 'struggles', 'maintain', 'swan', 'lake', '"".', 'winning', 'sanity', 'lead', 'role', 'production']","drama thriller usa darrenaronofsky tchaikovsky committed dancer struggles maintain swan lake "". winning sanity lead role production "
3236,tt0032138,Il mago di Oz,1939,"['adventure', 'family', 'fantasy']",['usa'],English,"['victorfleming', 'georgecukor']",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,8.0,366293.0,8.0,8.0,7.8,7.9,8.3,7.9,8.2,8.6,"['see', 'quest', 'dorothy', 'gale', 'help', 'friends', 'magical', 'land', 'new', 'return', 'home', 'swept', 'away', 'farm', 'oz', 'tornado', 'wizard', 'embarks', 'kansas', 'well']",adventure family fantasy usa victorfleming georgecukor see quest dorothy gale help friends magical land new return home swept away farm oz tornado wizard embarks kansas well 
28467,tt0113568,Ghost in the Shell,1995,"['animation', 'action', 'crime']","['japan', 'uk']",Japanese,['mamoruoshii'],A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,8.0,125549.0,8.1,8.0,8.0,8.0,7.8,7.8,7.8,7.7,"['puppet', 'master', 'cyborg', 'policewoman', 'mysterious', 'powerful', 'hacker', 'called', 'partner', 'hunt']",animation action crime japan uk mamoruoshii puppet master cyborg policewoman mysterious powerful hacker called partner hunt 
28784,tt0114746,L'esercito delle 12 scimmie,1995,"['mystery', 'sci-fi', 'thriller']",['usa'],"English, French",['terrygilliam'],"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",8.0,568702.0,8.0,8.0,7.9,8.1,8.0,7.8,7.9,7.9,"['convict', 'man', 'made', 'virus', 'wiped', 'planet', 'time', 'disease', 'sent', 'back', 'human', 'population', 'gather', 'information', 'future', 'world', 'devastated']",mystery sci-fi thriller usa terrygilliam convict man made virus wiped planet time disease sent back human population gather information future world devastated 
45926,tt0454921,La ricerca della felicitÃ ,2006,"['biography', 'drama']",['usa'],"English, Cantonese",['gabrielemuccino'],A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,8.0,437433.0,8.1,8.0,8.2,7.9,7.4,8.1,7.9,7.7,"['begin', 'changing', 'professional', 'career', 'poised', 'son', 'life', 'struggling', 'salesman', 'takes', 'custody']",biography drama usa gabrielemuccino begin changing professional career poised son life struggling salesman takes custody 
60503,tt1856101,Blade Runner 2049,2017,"['action', 'drama', 'mystery']","['usa', 'uk', 'hungary', 'canada', 'spain']","English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish",['denisvilleneuve'],"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",8.0,440890.0,7.9,8.0,8.3,7.9,7.7,7.8,7.6,7.4,"['former', 'blade', 'runner', 'rick', 'deckard', 'discovery', 'track', 'missing', 'thirty', 'years', 'buried', 'secret', 'leads', 'young', 'k', 'long']",action drama mystery usa uk hungary canada spain denisvilleneuve former blade runner rick deckard discovery track missing thirty years buried secret leads young k long 
12126,tt0059742,Tutti insieme appassionatamente,1965,"['biography', 'drama', 'family']",['usa'],"English, German",['robertwise'],A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,8.0,198561.0,8.1,8.0,7.9,7.7,8.0,8.3,8.3,8.6,"['woman', 'leaves', 'naval', 'officer', 'widower', 'governess', 'austrian', 'convent', 'children', 'become']",biography drama family usa robertwise woman leaves naval officer widower governess austrian convent children become 
23238,tt0094625,Akira,1988,"['animation', 'action', 'sci-fi']",['japan'],Japanese,['katsuhiroã\x94tomo'],A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,8.0,159560.0,8.1,8.0,8.1,8.0,7.8,7.9,7.8,7.5,"['group', 'tokyo', 'psychics', 'secret', 'military', 'project', 'endangers', 'neo', 'biker', 'gang', 'member', 'stopped', 'rampaging', 'psychic', 'psychopath', 'turns', 'two', 'teenagers']",animation action sci-fi japan katsuhiroãtomo group tokyo psychics secret military project endangers neo biker gang member stopped rampaging psychic psychopath turns two teenagers 
12757,tt0061722,Il laureato,1967,"['comedy', 'drama', 'romance']",['usa'],English,['mikenichols'],A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,249910.0,8.0,8.0,8.1,7.9,8.0,7.9,7.8,7.8,"['older', 'lover', 'disillusioned', 'college', 'graduate', 'finds', 'daughter', 'torn']",comedy drama romance usa mikenichols older lover disillusioned college graduate finds daughter torn 
38574,tt0276919,Dogville,2003,"['crime', 'drama']","['denmark', 'netherlands', 'sweden', 'germany', 'uk', 'france', 'finland', 'norway', 'italy']",English,['larsvontrier'],"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",8.0,134971.0,8.0,8.0,8.3,8.0,7.5,8.3,8.1,7.6,"['exchange', 'run', 'labor', 'woman', 'town', 'mob', 'price', 'small', 'colorado', 'community', 'search', 'visits', 'support', 'finds', 'reluctantly', 'accepted']",crime drama denmark netherlands sweden germany uk france finland norway italy larsvontrier exchange run labor woman town mob price small colorado community search visits support finds reluctantly accepted 
13570,tt0064115,Butch Cassidy,1969,"['biography', 'crime', 'drama']",['usa'],"English, Spanish",['georgeroyhill'],"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",8.0,199182.0,8.0,8.0,8.1,8.0,8.1,8.0,8.0,8.2,"['early', '1900s', 'leaders', 'band', 'heels', 'sundance', 'kid', 'run', 'wyoming', 'find', 'escape', 'butch', 'cassidy', 'outlaws', 'posse', 'hard', 'solution', 'train', 'robbery', 'goes', 'wrong', 'bolivia']",biography crime drama usa georgeroyhill early 1900s leaders band heels sundance kid run wyoming find escape butch cassidy outlaws posse hard solution train robbery goes wrong bolivia 
59216,tt1727824,Bohemian Rhapsody,2018,"['biography', 'drama', 'music']","['uk', 'usa']","English, British Sign Language",['bryansinger'],The story of the legendary British rock band,8.0,433549.0,8.2,8.0,7.7,7.8,8.0,8.4,8.3,8.6,"['story', 'legendary', 'british', 'rock', 'band']",biography drama music uk usa bryansinger story legendary british rock band 
45358,tt0440963,The Bourne Ultimatum - Il ritorno dello sciacallo,2007,"['action', 'mystery', 'thriller']","['usa', 'germany', 'france', 'spain']","English, French, Arabic, Russian, Spanish",['paulgreengrass'],Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,8.0,597616.0,8.1,8.0,8.1,8.0,7.9,7.9,7.8,7.9,"['origins', 'trained', 'killer', 'new', 'assassination', 'program', 'official', 'searching', 'jason', 'bourne', 'dodges', 'agents', 'ruthless', 'c', 'life']",action mystery thriller usa germany france spain paulgreengrass origins trained killer new assassination program official searching jason bourne dodges agents ruthless c life 
53689,tt1220719,Ip Man,2008,"['action', 'biography', 'drama']","['hongkong', 'china']","Cantonese, Mandarin, Japanese",['wilsonyip'],"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",8.0,208000.0,8.1,8.0,8.1,8.0,7.7,8.0,7.9,7.5,"['remaining', 'members', 'japanese', 'invasion', 'wealthy', 'martial', 'artist', 'forced', 'little', 'means', 'city', 'way', 'survive', 'china', 'must', 'find', 'ip', 'man', 'providing', 'leave', 'occupied', 'home']",action biography drama hongkong china wilsonyip remaining members japanese invasion wealthy martial artist forced little means city way survive china must find ip man providing leave occupied home 
11682,tt0058461,Per un pugno di dollari,1964,"['action', 'drama', 'western']","['italy', 'spain', 'westgermany']","Italian, Spanish",['sergioleone'],"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",8.0,192338.0,8.0,8.0,8.0,8.0,7.9,7.8,7.7,7.7,"['revenge', 'pride', 'town', 'torn', 'apart', 'wandering', 'gunfighter', 'plays', 'two', 'rival', 'families', 'greed']",action drama western italy spain westgermany sergioleone revenge pride town torn apart wandering gunfighter plays two rival families greed 
69579,tt3659388,Sopravvissuto - The Martian,2015,"['adventure', 'drama', 'sci-fi']","['uk', 'usa', 'hungary', 'jordan']","English, Mandarin",['ridleyscott'],"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",8.0,740757.0,8.0,8.0,8.1,7.9,7.9,8.1,7.9,8.1,"['ingenuity', 'way', 'dead', 'find', 'team', 'assume', 'earth', 'alive', 'signal', 'astronaut', 'becomes', 'stranded', 'mars', 'must', 'rely']",adventure drama sci-fi uk usa hungary jordan ridleyscott ingenuity way dead find team assume earth alive signal astronaut becomes stranded mars must rely 
25493,tt0102138,JFK - Un caso ancora aperto,1991,"['drama', 'history', 'thriller']","['france', 'usa']","English, Spanish",['oliverstone'],New Orleans District Attorney,8.0,138655.0,8.0,8.0,8.2,8.1,7.8,7.9,7.8,7.7,"['new', 'orleans', 'district', 'attorney']",drama history thriller france usa oliverstone new orleans district attorney 
24691,tt0099348,Balla coi lupi,1990,"['adventure', 'drama', 'western']","['usa', 'uk']","English, Sioux, Pawnee",['kevincostner'],"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",8.0,235155.0,8.0,8.0,8.1,8.0,8.0,7.9,7.8,8.0,"['making', 'indians', 'remote', 'western', 'civil', 'war', 'outpost', 'lieutenant', 'john', 'dunbar', 'military', 'intolerable', 'aberration', 'befriends', 'wolves', 'assigned']",adventure drama western usa uk kevincostner making indians remote western civil war outpost lieutenant john dunbar military intolerable aberration befriends wolves assigned 
